weibo_id,user_name,user_link,weibo_content,original,publish_place,publish_time,publish_tool,like_num,retweet_num,comment_num
Juk2ddyA4,正人力天,https://weibo.cn/u/1746743117,正人力天:医生喝葡萄糖遭质疑市民专程送水 近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。 荔枝新闻的微博视频  ,True,无,2020-11-17 15:13,iPhone XS Max,1,0,0
Juk26bpuN,华夏饮食,https://weibo.cn/u/7019639726,华夏饮食:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。http://t.cn/A6GpzM80 ,True,无,2020-11-17 15:13,360安全浏览器,0,0,0
Juk1XdWfp,宝鸡团市委,https://weibo.cn/bjgqt,宝鸡团市委:【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，西安医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 ,True,无,2020-11-17 15:13,新媒体中心Android,0,1,1
JujX734u4,上海长宁,https://weibo.cn/changning,上海长宁:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。http://t.cn/A6GpzM80 ,True,无,2020-11-17 15:01,微博视频号,0,0,0
JujWz7rVK,中国青年报,https://weibo.cn/chinayouthdaily,中国青年报:【 医生喝葡萄糖水被质疑？这个后续很暖...】近日，一段医生手术后“豪饮”葡萄糖的视频在网上引发不少争议。11月14日，这件事还有一个暖心后续。有热心网友专门买了六箱饮料，坐了近两小时公交车给郑医生送水。这位网友送水时，对郑医生说了一句暖心的话：“以后不要再喝葡萄糖了，我知道也不好喝。”医护人员的艰辛付出，需要我们给予更多理解与呵护，为理解点赞！http://t.cn/A6G0CspZ [组图共2张] 原图 ,True,无,2020-11-17 15:00,微博 weibo.com,155,12,12
JujWz6lN9,BTV新闻,https://weibo.cn/ggxinwen,BTV新闻:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。（来源：荔枝新闻）http://t.cn/A6GpzM80 ,True,无,2020-11-17 15:00,微博视频号,0,0,4
JujWz1WNa,江南晚报,https://weibo.cn/wxjnwb,江南晚报:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。http://t.cn/A6GpzM80 ,True,无,2020-11-17 15:00,微博视频号,1,0,0
JujWwmf7l,白水法院,https://weibo.cn/u/3695637705,白水法院:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:59,微博视频号,2,1,0
JujWpCKKd,游仙公安,https://weibo.cn/u/1920901005,游仙公安:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:59,微博视频号,12,0,18
JujWkCsnn,河南法制报,https://weibo.cn/hnfzbs,河南法制报:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 ⑦ ,True,无,2020-11-17 14:59,iPhone客户端,1,0,0
JujWkkRO9,脱欧入亚卡菊轮,https://weibo.cn/u/6486930715,"转发理由:回复@炭烧油条:难喝是真难喝。白糖兑盐水已经够奇怪了你可以试试。//@炭烧油条:没有饮料厂适时跟进么//@脱欧入亚卡菊轮:其实医用葡萄糖生理盐水比一切饮料都能直接补充能量和电解质。  
原始用户: 中国长安网
转发内容: #医生喝葡萄糖遭质疑市民专程送水#：“别喝葡萄糖了，也不好喝。”安哥：你们守护生命，我们守护你！#术后喝葡萄糖水医生收到六箱饮料##如何看待医生术后喝葡萄糖水遭质疑# @陕西政法 时间视频的微博视频  ",False,无,2020-11-17 14:59,微博 weibo.com,47,8,42
JujVWASg0,幸福的郑州人,https://weibo.cn/u/6202994144,幸福的郑州人:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:58,幸福的郑州人超话,1,1,2
JujVQakj7,新浪河北,https://weibo.cn/sinahebei,新浪河北:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:58,iPhone客户端,3,0,1
JujVNwNoC,新浪天津,https://weibo.cn/tjtientsin,新浪天津:【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:58,微博视频号,10,0,0
JujVKxix0,隆昌警方,https://weibo.cn/u/5873026843,隆昌警方:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 http://t.cn/EXa4HRK 显示地图 ,True,http://t.cn/EXa4HRK,2020-11-17 14:58,微博视频号,1,0,1
JujVKcq22,四川魏静,https://weibo.cn/u/2248834985,四川魏静:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 #趣闻# ,True,无,2020-11-17 14:58,iPad Pro,4,0,0
JujVqorB5,阆中公安,https://weibo.cn/langzhonggongan,阆中公安:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:57,微博视频号,0,0,1
JujVd6Kao,司馬子瀟瀟,https://weibo.cn/art777live,"转发理由:#医生喝葡萄糖遭质疑市民专程送水#西安医生手术后喝葡萄糖遭质疑，有热心市民专程坐近2小时公交车送来6箱饮料：以后不要再喝葡萄糖了。  
原始用户: 路诞先生
转发内容: #医生喝葡萄糖遭质疑市民专程送水#质疑这件事的，基本都是狼心狗肺的人，但我相信数量不多，媒体从中起到了很大作用，给人造成的印象就是「很多人质疑」。喜欢无风起浪，现在媒体都是创作型的。  原图 ",False,无,2020-11-17 14:56,潇潇语榭超话,1,0,0
JujVchSJ8,公主岭发布,https://weibo.cn/u/3889217502,公主岭发布:【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。（吉林交通广播） @荔枝新闻 http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:56,微博视频号,0,0,0
JujV9yRxc,上海松江发布,https://weibo.cn/shsongjiang,上海松江发布:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:56,微博视频号,1,12,2
JujV6EQRk,陕西日报,https://weibo.cn/sxdaily,陕西日报:【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:56,微博视频号,3,0,0
JujUYpEcO,司馬子瀟瀟,https://weibo.cn/art777live,"转发理由:#医生喝葡萄糖遭质疑市民专程送水#西安医生手术后喝葡萄糖遭质疑，有热心市民专程坐近2小时公交车送来6箱饮料：以后不要再喝葡萄糖了。  
原始用户: 环球网
转发内容: 【暖心后续！#术后喝葡萄糖水医生收到六箱饮料#】不久前，陕西西安郑医生术后喝葡萄糖水的视频引发争议。郑医生事后回应说，当天连续做了8小时手术，又累又渴，“费用由科室出”。这几天，有网友买了六箱饮料，专门坐了近两小时车给郑医生送水，还说：“别喝葡萄糖了，也不好喝。”为理解和善意点赞！#医生喝葡萄糖遭质疑市民专程送水#http://t.cn/A6GpAsGS @时间视频 ",False,无,2020-11-17 14:56,潇潇语榭超话,4,1,0
JujUWha9i,黔美食报,https://weibo.cn/234630232,黔美食报:【暖心后续！#医生喝葡萄糖遭质疑市民专程送水#】11月14日，陕西西安。医生手术后喝葡萄糖引发众多网友关注。热心市民冯先生得知此事后随即买了六箱饮料，从西安北郊坐一个多小时的车专程给郑医生送水，冯先生在送水后向郑医生表示，以后不要再喝葡萄糖了，不好喝。郑医生也暖心回应道，自己只是医护人员的缩影，他们都很辛苦，感谢广大网友对医护工作的认可。http://t.cn/A6GpZGNZ ,True,无,2020-11-17 14:56,iPhone 7 Plus,1,1,0
JujUTiMI3,广元环保,https://weibo.cn/u/3208521103,广元环保:#广元环保##如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:55,微博视频号,1,1,0
JujUI6ewH,司馬子瀟瀟,https://weibo.cn/art777live,司馬子瀟瀟:#医生喝葡萄糖遭质疑市民专程送水#西安医生手术后喝葡萄糖遭质疑，有热心市民专程坐近2小时公交车送来6箱饮料：以后不要再喝葡萄糖了。医生回应自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 #潇潇语榭#  ,True,无,2020-11-17 14:55,潇潇语榭超话,10,0,0
JujUEzuzg,微博贵州,https://weibo.cn/gzszfxwb,微博贵州:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。via http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:55,微博视频号,1,1,0
JujUeepgT,四川法治报,https://weibo.cn/scfzb,四川法治报:【暖心后续！#医生喝葡萄糖遭质疑市民专程送水#】11月14日，陕西西安。医生手术后喝葡萄糖引发众多网友关注。热心市民冯先生得知此事后随即买了六箱饮料，从西安北郊坐一个多小时的车专程给郑医生送水，冯先生在送水后向郑医生表示，以后不要再喝葡萄糖了，不好喝。郑医生也暖心回应道，自己只是医护人员的缩影，他们都很辛苦，感谢广大网友对医护工作的认可。http://t.cn/A6GpZGNZ ,True,无,2020-11-17 14:54,iPhone客户端,0,0,0
JujUct2k3,轻颜美人,https://weibo.cn/u/7332717591,"转发理由:一台大手术中途不吃不喝，带着无菌手套啥都不能随便摸，医生体力严重透支，喝葡萄糖及时补充，避免晕倒等情况。感谢暖心市民的帮助最后开个小玩笑：不会真有人认为葡萄糖注射液是葡萄味儿的吧？  
原始用户: 荔枝新闻
转发内容: #如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 ",False,无,2020-11-17 14:54,无,29,11,20
JujU63zYb,宁夏法治报,https://weibo.cn/fzxb,宁夏法治报:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。（@荔枝新闻 ） http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:53,iPhone客户端,0,0,0
JujU3B61l,平安温州,https://weibo.cn/chinawep,平安温州:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:53,iPhone 8 Plus,4,0,7
JujTLgRVk,云之故乡99,https://weibo.cn/u/6314391536,云之故乡99:#医生喝葡萄糖遭质疑市民专程送水#医生做了八个小时的手术，喝瓶葡萄糖水怎么了？这个都要质疑？有本事下回你自己做手术中间让大夫停下来喝口水，一瓶三，五块钱的东西，还是科室的费用，质疑毛线呢  ,True,无,2020-11-17 14:53,白纸超话,1,0,0
JujTJzTy1,武汉交通广播,https://weibo.cn/fm896am603,武汉交通广播:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:53,微博视频号,0,0,0
JujTvnSdI,脱欧入亚卡菊轮,https://weibo.cn/u/6486930715,"转发理由:其实医用葡萄糖生理盐水比一切饮料都能直接补充能量和电解质。  
原始用户: 中国长安网
转发内容: #医生喝葡萄糖遭质疑市民专程送水#：“别喝葡萄糖了，也不好喝。”安哥：你们守护生命，我们守护你！#术后喝葡萄糖水医生收到六箱饮料##如何看待医生术后喝葡萄糖水遭质疑# @陕西政法 时间视频的微博视频  ",False,无,2020-11-17 14:52,微博 weibo.com,72,12,27
JujTnqfFK,南宁铁路桂林车务段,https://weibo.cn/u/2814626914,南宁铁路桂林车务段:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:52,微博视频号,4,3,3
JujT9vQyQ,青春襄阳,https://weibo.cn/u/2871824904,青春襄阳:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6G0CxG7 ,True,无,2020-11-17 14:51,iPhone客户端,3,1,0
JujT3fbF9,重庆潼南法院,https://weibo.cn/tnfy,重庆潼南法院:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:51,微博视频号,0,0,1
JujSW9I3A,文明达州,https://weibo.cn/u/5058227051,文明达州:【暖心后续！#医生喝葡萄糖遭质疑市民专程送水#】11月14日，陕西西安。医生手术后喝葡萄糖引发众多网友关注。热心市民冯先生得知此事后随即买了六箱饮料，从西安北郊坐一个多小时的车专程给郑医生送水，冯先生在送水后向郑医生表示，以后不要再喝葡萄糖了，不好喝。郑医生也暖心回应道，自己只是医护人员的缩影，他们都很辛苦，感谢广大网友对医护工作的认可。http://t.cn/A6GpZGNZ ,True,无,2020-11-17 14:51,微博视频号,0,0,0
JujSTv5Us,各界导报社官微,https://weibo.cn/u/3804173419,各界导报社官微:【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:51,微博视频号,1,0,0
JujSS4RxZ,整形医生高俊明,https://weibo.cn/gaojunmingzhengxing,整形医生高俊明:#医生喝葡萄糖遭质疑市民专程送水# 真是暖心的行为。不过，虽然葡萄糖水不好喝，但是可以快速补充体力。医生喝葡萄糖水，一般都是因为手术时间太长，又不能吃饭，防止体力不支影响手术。饮料可没有这个功能不过话又说回来，如果能好好吃饭的话，谁愿意喝这玩意。  原图 ,True,无,2020-11-17 14:50,360安全浏览器,442,40,40
JujSp6fX7,新浪政务龙江,https://weibo.cn/u/2920596987,新浪政务龙江:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:49,微博视频号,0,0,0
JujSnBo9j,南昌广播电视台,https://weibo.cn/u/3274822530,南昌广播电视台:【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:49,微博视频号,2,0,0
JujSe998P,名城早报,https://weibo.cn/u/7334886612,名城早报:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80   @荔枝新闻 ,True,无,2020-11-17 14:49,宇宙第一报Android,0,0,0
JujS9sDhy,封面新闻,https://weibo.cn/hxdsb,封面新闻:【暖心后续！#医生喝葡萄糖遭质疑市民专程送水#】11月14日，陕西西安。医生手术后喝葡萄糖引发众多网友关注。热心市民冯先生得知此事后随即买了六箱饮料，从西安北郊坐一个多小时的车专程给郑医生送水，冯先生在送水后向郑医生表示，以后不要再喝葡萄糖了，不好喝。郑医生也暖心回应道，自己只是医护人员的缩影，他们都很辛苦，感谢广大网友对医护工作的认可。http://t.cn/A6GpZGNZ ,True,无,2020-11-17 14:49,微博视频号,127,5,16
JujS4nXyw,满满今天也有吃很多,https://weibo.cn/u/7515566490,满满今天也有吃很多:#医生喝葡萄糖遭质疑市民专程送水#①不算在患者账单上，科室自己出钱。②葡萄糖水不是葡萄味，很难喝，属于低血糖急救了喝的。医生做好多个小时手术体力不支喝几口，不要你出钱。③要不然下次不喝了，手术中途吃饭去，体力充足了再回来。  ,True,无,2020-11-17 14:49,荣耀7X 全面屏手机,379,1,30
JujRVdjzk,临沂金锣医院官微,https://weibo.cn/u/7306839952,临沂金锣医院官微:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。#临沂金锣医院# 来源：@荔枝新闻 http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:48,微博视频号,0,0,0
JujRviBI0,青白江生态环境,https://weibo.cn/u/3515638435,青白江生态环境:【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。（荔枝新闻）http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:47,微博视频号,0,0,0
JujRoc2AF,39健康网,https://weibo.cn/39health,39健康网:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。http://t.cn/A6GpAsGS ,True,无,2020-11-17 14:47,微博视频号,0,1,1
JujRgtQKk,抓药超人小李,https://weibo.cn/u/2531159485,抓药超人小李:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:47,微博视频号,2,0,0
JujRfgNfj,合肥动态,https://weibo.cn/279233229,合肥动态:#如何看待医生术后喝葡萄糖水遭质疑#【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:46,微博视频号,1,0,0
JujQY7rL7,陕视点,https://weibo.cn/u/2691927847,陕视点:【#医生喝葡萄糖遭质疑市民专程送水# ：以后不要再喝葡萄糖了！】近日，陕西西安，医生手术后喝葡萄糖遭质疑，引发广大网友关注。随后有热心市民专程坐近2小时公交车来给郑医生送了6箱饮料，“以后不要再喝葡萄糖了，我知道也不好喝”。郑医生回应，自己只是医护人员的缩影，感谢广大网友对医护工作的认可。 http://t.cn/A6GpzM80 ,True,无,2020-11-17 14:46,微博视频号,0,0,0
